Symbol,Company Name,Cap Category,Sector,ISIN,Date of Listing,Index Source
BCG,Brightcom Group Limited,Micro Cap,Others / Diversified,INE425B01027,08-MAY-2015,EQUITY_L (beyond Nifty 500)
BCLIND,Bcl Industries Limited,Micro Cap,Others / Diversified,INE412G01024,04-MAR-2021,EQUITY_L (beyond Nifty 500)
BCONCEPTS,Brand Concepts Limited,Micro Cap,Others / Diversified,INE977Y01011,11-JAN-2022,EQUITY_L (beyond Nifty 500)
BCPL,BCPL Railway Infrastructure Limited,Micro Cap,Construction & Infrastructure,INE00SW01015,27-MAR-2026,EQUITY_L (beyond Nifty 500)
BEARDSELL,Beardsell Limited,Micro Cap,Others / Diversified,INE520H01022,13-JAN-2015,EQUITY_L (beyond Nifty 500)
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Micro Cap,Fast Moving Consumer Goods,INE495P01020,24-DEC-2020,Nifty Microcap 250
BEDMUTHA,Bedmutha Industries Limited,Micro Cap,Others / Diversified,INE844K01012,14-OCT-2010,EQUITY_L (beyond Nifty 500)
BEEKAY,Beekay Steel Industries Limited,Micro Cap,Metals & Mining,INE213D01015,20-APR-2026,EQUITY_L (beyond Nifty 500)
BELLACASA,Bella Casa Fashion & Retail Limited,Micro Cap,Textiles & Apparel,INE344T01014,18-JUL-2025,EQUITY_L (beyond Nifty 500)
BENGALASM,Bengal & Assam Company Limited,Micro Cap,Others / Diversified,INE083K01017,20-APR-2026,EQUITY_L (beyond Nifty 500)
BEPL,Bhansali Engineering Polymers Limited,Micro Cap,Capital Goods & Engineering,INE922A01025,21-MAR-2005,EQUITY_L (beyond Nifty 500)
BESTAGRO,Best Agrolife Limited,Micro Cap,Agriculture,INE052T01021,10-APR-2024,EQUITY_L (beyond Nifty 500)
BETA,Beta Drugs Limited,Micro Cap,Healthcare & Pharma,INE351Y01019,24-NOV-2025,EQUITY_L (beyond Nifty 500)
BFINVEST,BF Investment Limited,Micro Cap,Financial Services,INE878K01010,14-JAN-2011,EQUITY_L (beyond Nifty 500)
BFUTILITIE,BF Utilities Limited,Micro Cap,Others / Diversified,INE243D01012,03-MAY-2007,EQUITY_L (beyond Nifty 500)
BGRENERGY,BGR Energy Systems Limited,Micro Cap,Information Technology,INE661I01014,03-JAN-2008,EQUITY_L (beyond Nifty 500)
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Micro Cap,Chemicals,INE414D01027,18-OCT-2021,EQUITY_L (beyond Nifty 500)
BHAGERIA,Bhageria Industries Limited,Micro Cap,Others / Diversified,INE354C01027,02-MAR-2016,EQUITY_L (beyond Nifty 500)
BHAGYANGR,Bhagyanagar India Limited,Micro Cap,Others / Diversified,INE458B01036,17-MAY-2017,EQUITY_L (beyond Nifty 500)
BHANDARI,Bhandari Hosiery Exports Limited,Micro Cap,Textiles & Apparel,INE474E01029,30-JAN-2017,EQUITY_L (beyond Nifty 500)
BHARATCOAL,Bharat Coking Coal Limited,Micro Cap,Metals & Mining,INE05XR01022,19-JAN-2026,EQUITY_L (beyond Nifty 500)
BHARATGEAR,Bharat Gears Limited,Micro Cap,Automobile & Auto Components,INE561C01019,03-APR-1996,EQUITY_L (beyond Nifty 500)
BHARATRAS,Bharat Rasayan Limited,Micro Cap,Others / Diversified,INE838B01021,11-OCT-1995,EQUITY_L (beyond Nifty 500)
BHARATSE,Bharat Seats Limited,Micro Cap,Others / Diversified,INE415D01024,24-MAR-2025,EQUITY_L (beyond Nifty 500)
BHARATWIRE,Bharat Wire Ropes Limited,Micro Cap,Others / Diversified,INE316L01019,01-APR-2016,EQUITY_L (beyond Nifty 500)
BI,Bilcare Limited,Micro Cap,Automobile & Auto Components,INE986A01012,20-APR-2026,EQUITY_L (beyond Nifty 500)
BIGBLOC,Bigbloc Construction Limited,Micro Cap,Construction & Infrastructure,INE412U01025,02-SEP-2016,EQUITY_L (beyond Nifty 500)
BIL,Bhartiya International Limited,Micro Cap,Others / Diversified,INE828A01016,12-APR-2000,EQUITY_L (beyond Nifty 500)
BILVYAPAR,BIL VYAPAR LIMITED,Micro Cap,Others / Diversified,INE071A01013,27-SEP-2006,EQUITY_L (beyond Nifty 500)
BIMETAL,Bimetal Bearings Limited,Micro Cap,Automobile & Auto Components,INE469A01019,20-APR-2026,EQUITY_L (beyond Nifty 500)
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Micro Cap,Healthcare & Pharma,INE829A01014,12-JUN-1996,EQUITY_L (beyond Nifty 500)
BIRLACABLE,Birla Cable Limited,Micro Cap,Capital Goods & Engineering,INE800A01015,06-DEC-1995,EQUITY_L (beyond Nifty 500)
BIRLACORPN,Birla Corporation Limited,Micro Cap,Construction Materials,INE340A01012,12-APR-1995,Nifty Microcap 250
BIRLAMONEY,Aditya Birla Money Limited,Micro Cap,Others / Diversified,INE865C01022,07-FEB-2008,EQUITY_L (beyond Nifty 500)
BIRLANU,BirlaNu Limited,Micro Cap,Others / Diversified,INE557A01011,26-APR-1995,EQUITY_L (beyond Nifty 500)
BIRLAPREC,Birla Precision Technologies Limited,Micro Cap,Information Technology,INE372E01025,20-APR-2026,EQUITY_L (beyond Nifty 500)
BLACKBUCK,BLACKBUCK LIMITED,Micro Cap,Services,INE0UIZ01018,22-NOV-2024,Nifty Microcap 250
BLACKROSE,Black Rose Inds. Limited,Micro Cap,Others / Diversified,INE761G01016,20-APR-2026,EQUITY_L (beyond Nifty 500)
BLAL,BEML Land Assets Limited,Micro Cap,Others / Diversified,INE0N7W01012,19-APR-2023,EQUITY_L (beyond Nifty 500)
BLBLIMITED,BLB Limited,Micro Cap,Others / Diversified,INE791A01024,31-MAY-2000,EQUITY_L (beyond Nifty 500)
BLIL,Balmer Lawrie Investments Limited,Micro Cap,Financial Services,INE525F01025,20-APR-2026,EQUITY_L (beyond Nifty 500)
BLISSGVS,Bliss GVS Pharma Limited,Micro Cap,Healthcare & Pharma,INE416D01022,26-JUL-2010,EQUITY_L (beyond Nifty 500)
BLKASHYAP,B. L. Kashyap and Sons Limited,Micro Cap,Others / Diversified,INE350H01032,17-MAR-2006,EQUITY_L (beyond Nifty 500)
BLSE,BLS E-Services Limited,Micro Cap,Others / Diversified,INE0NLT01010,06-FEB-2024,EQUITY_L (beyond Nifty 500)
BLUECOAST,Blue Coast Hotels Limited,Micro Cap,Retail & Consumer Services,INE472B01011,16-FEB-2000,EQUITY_L (beyond Nifty 500)
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Micro Cap,Consumer Durables,INE304W01038,19-AUG-2025,Nifty Microcap 250
BLUSPRING,Bluspring Enterprises Limited,Micro Cap,Information Technology,INE0U4101014,11-JUN-2025,EQUITY_L (beyond Nifty 500)
BMWVENTLTD,BMW Ventures Limited,Micro Cap,Financial Services,INE965W01036,01-OCT-2025,EQUITY_L (beyond Nifty 500)
BNAGROCHEM,BN Agrochem Limited,Micro Cap,Chemicals,INE00HZ01011,20-APR-2026,EQUITY_L (beyond Nifty 500)
BNALTD,B & A Limited,Micro Cap,Others / Diversified,INE489D01011,20-APR-2026,EQUITY_L (beyond Nifty 500)
BODALCHEM,Bodal Chemicals Limited,Micro Cap,Chemicals,INE338D01028,22-AUG-2011,EQUITY_L (beyond Nifty 500)
BOHRAIND,Bohra Industries Limited,Micro Cap,Others / Diversified,INE802W01023,27-OCT-2022,EQUITY_L (beyond Nifty 500)
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Micro Cap,Chemicals,INE032A01023,26-APR-1995,EQUITY_L (beyond Nifty 500)
BONLON,Bonlon Industries Limited,Micro Cap,Others / Diversified,INE0B9A01018,20-FEB-2026,EQUITY_L (beyond Nifty 500)
BORANA,Borana Weaves Limited,Micro Cap,Others / Diversified,INE16SF01016,27-MAY-2025,EQUITY_L (beyond Nifty 500)
BOROLTD,Borosil Limited,Micro Cap,Others / Diversified,INE02PY01013,22-JUL-2020,EQUITY_L (beyond Nifty 500)
BORORENEW,BOROSIL RENEWABLES LIMITED,Micro Cap,Capital Goods,INE666D01022,25-MAY-2018,Nifty Microcap 250
BOROSCI,Borosil Scientific Limited,Micro Cap,Others / Diversified,INE02L001032,07-JUN-2024,EQUITY_L (beyond Nifty 500)
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,Micro Cap,Others / Diversified,INE782A01015,03-JAN-2000,EQUITY_L (beyond Nifty 500)
BPL,BPL Limited,Micro Cap,Others / Diversified,INE110A01019,14-JUN-1995,EQUITY_L (beyond Nifty 500)
BRIGHOTEL,Brigade Hotel Ventures Limited,Micro Cap,Financial Services,INE03NU01014,31-JUL-2025,EQUITY_L (beyond Nifty 500)
BRNL,Bharat Road Network Limited,Micro Cap,Information Technology,INE727S01012,18-SEP-2017,EQUITY_L (beyond Nifty 500)
BROOKS,Brooks Laboratories Limited,Micro Cap,Healthcare & Pharma,INE650L01011,05-SEP-2011,EQUITY_L (beyond Nifty 500)
BSHSL,Bombay Super Hybrid Seeds Limited,Micro Cap,Agriculture,INE032Z01020,28-OCT-2020,EQUITY_L (beyond Nifty 500)
BSL,BSL Limited,Micro Cap,Others / Diversified,INE594B01012,27-JUL-1995,EQUITY_L (beyond Nifty 500)
BTML,Bodhi Tree Multimedia Limited,Micro Cap,Media & Entertainment,INE0EEJ01023,15-FEB-2023,EQUITY_L (beyond Nifty 500)
BTTL,Bhilwara Technical Textiles Limited,Micro Cap,Information Technology,INE274K01012,20-APR-2026,EQUITY_L (beyond Nifty 500)
BUILDPRO,Shankara Buildpro Limited,Micro Cap,Construction & Infrastructure,INE24OJ01011,09-JAN-2026,EQUITY_L (beyond Nifty 500)
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Micro Cap,Others / Diversified,INE295F01017,28-APR-2014,EQUITY_L (beyond Nifty 500)
BVCL,Barak Valley Cements Limited,Micro Cap,Others / Diversified,INE139I01011,23-NOV-2007,EQUITY_L (beyond Nifty 500)
BYKE,The Byke Hospitality Ltd,Micro Cap,Healthcare & Pharma,INE319B01014,15-APR-2015,EQUITY_L (beyond Nifty 500)
CALSOFT,California Software Company Limited,Micro Cap,Information Technology,INE526B01014,28-JUN-2000,EQUITY_L (beyond Nifty 500)
CAMLINFINE,Camlin Fine Sciences Limited,Micro Cap,Others / Diversified,INE052I01032,20-JAN-2015,EQUITY_L (beyond Nifty 500)
CAMPUS,Campus Activewear Limited,Micro Cap,Consumer Durables,INE278Y01022,09-MAY-2022,Nifty Microcap 250
CANTABIL,Cantabil Retail India Limited,Micro Cap,Retail & Consumer Services,INE068L01024,12-OCT-2010,EQUITY_L (beyond Nifty 500)
CAPACITE,Capacit'e Infraprojects Limited,Micro Cap,Construction & Infrastructure,INE264T01014,25-SEP-2017,EQUITY_L (beyond Nifty 500)
CAPILLARY,Capillary Technologies India Limited,Micro Cap,Information Technology,INE0ILV01024,21-NOV-2025,Nifty Microcap 250
CAPITALSFB,Capital Small Finance Bank Limited,Micro Cap,Financial Services - Banks,INE646H01017,14-FEB-2024,EQUITY_L (beyond Nifty 500)
CAPTRUST,Capital Trust Limited,Micro Cap,Financial Services,INE707C01018,16-JAN-2017,EQUITY_L (beyond Nifty 500)
CARERATING,CARE Ratings Limited,Micro Cap,Automobile & Auto Components,INE752H01013,26-DEC-2012,EQUITY_L (beyond Nifty 500)
CARRARO,Carraro India Limited,Micro Cap,Automobile & Auto Components,INE0V7W01012,30-DEC-2024,EQUITY_L (beyond Nifty 500)
CARYSIL,CARYSIL LIMITED,Micro Cap,Automobile & Auto Components,INE482D01024,14-JAN-2021,EQUITY_L (beyond Nifty 500)
CCAVENUE,AvenuesAI Limited,Micro Cap,Financial Services,INE483S01020,04-APR-2016,Nifty Microcap 250
CCCL,Consolidated Construction Consortium Limited,Micro Cap,Construction & Infrastructure,INE429I01024,15-OCT-2007,EQUITY_L (beyond Nifty 500)
CCHHL,Country Club Hospitality & Holidays Limited,Micro Cap,Healthcare & Pharma,INE652F01027,03-FEB-2015,EQUITY_L (beyond Nifty 500)
CEIGALL,Ceigall India Limited,Micro Cap,Others / Diversified,INE0AG901020,08-AUG-2024,EQUITY_L (beyond Nifty 500)
CEINSYS,Ceinsys Tech Limited,Micro Cap,Information Technology,INE016Q01014,19-FEB-2026,EQUITY_L (beyond Nifty 500)
CELEBRITY,Celebrity Fashions Limited,Micro Cap,Textiles & Apparel,INE185H01016,12-JAN-2006,EQUITY_L (beyond Nifty 500)
CELLO,Cello World Limited,Micro Cap,Consumer Durables,INE0LMW01024,06-NOV-2023,Nifty Microcap 250
CENTENKA,Century Enka Limited,Micro Cap,Others / Diversified,INE485A01015,10-MAY-1995,EQUITY_L (beyond Nifty 500)
CENTEXT,Century Extrusions Limited,Micro Cap,Others / Diversified,INE281A01026,20-JUL-2004,EQUITY_L (beyond Nifty 500)
CENTRUM,Centrum Capital Limited,Micro Cap,Financial Services,INE660C01027,04-APR-2018,EQUITY_L (beyond Nifty 500)
CENTUM,Centum Electronics Limited,Micro Cap,Electronics & Components,INE320B01020,05-OCT-2007,EQUITY_L (beyond Nifty 500)
CENTURYPLY,Century Plyboards (India) Limited,Micro Cap,Consumer Durables,INE348B01021,23-MAR-2006,Nifty Microcap 250
CERA,Cera Sanitaryware Limited,Micro Cap,Consumer Durables,INE739E01017,02-NOV-2007,Nifty Microcap 250
CEREBRAINT,Cerebra Integrated Technologies Limited,Micro Cap,Information Technology,INE345B01019,26-JUN-2013,EQUITY_L (beyond Nifty 500)
CEWATER,Concord Enviro Systems Limited,Micro Cap,Information Technology,INE037Z01029,27-DEC-2024,EQUITY_L (beyond Nifty 500)
CHEMBOND,Chembond Material Technologies Limited,Micro Cap,Information Technology,INE995D01025,20-NOV-2019,EQUITY_L (beyond Nifty 500)
CHEMBONDCH,Chembond Chemicals Limited,Micro Cap,Chemicals,INE0TGX01019,23-JUL-2025,EQUITY_L (beyond Nifty 500)
CHEMCON,Chemcon Speciality Chemicals Limited,Micro Cap,Chemicals,INE03YM01018,01-OCT-2020,EQUITY_L (beyond Nifty 500)
CHEMFAB,Chemfab Alkalis Limited,Micro Cap,Others / Diversified,INE783X01023,25-APR-2018,EQUITY_L (beyond Nifty 500)
CHEMPLASTS,Chemplast Sanmar Limited,Micro Cap,Others / Diversified,INE488A01050,24-AUG-2021,EQUITY_L (beyond Nifty 500)
CHEVIOT,Cheviot Company Limited,Micro Cap,Others / Diversified,INE974B01016,20-JUN-2022,EQUITY_L (beyond Nifty 500)
CIFL,Capital India Finance Limited,Micro Cap,Financial Services,INE345H01024,17-APR-2025,EQUITY_L (beyond Nifty 500)
CINELINE,Cineline India Limited,Micro Cap,Others / Diversified,INE704H01022,13-JUN-2012,EQUITY_L (beyond Nifty 500)
CINEVISTA,Cinevista Limited,Micro Cap,Others / Diversified,INE039B01026,02-MAY-2000,EQUITY_L (beyond Nifty 500)
CLEANMAX,Clean Max Enviro Energy Solutions Limited,Micro Cap,Others / Diversified,INE647U01026,02-MAR-2026,EQUITY_L (beyond Nifty 500)
CLEDUCATE,CL Educate Limited,Micro Cap,Others / Diversified,INE201M01029,31-MAR-2017,EQUITY_L (beyond Nifty 500)
CLSEL,Chaman Lal Setia Exports Limited,Micro Cap,Logistics & Transportation,INE419D01026,12-MAY-2021,EQUITY_L (beyond Nifty 500)
CMPDI,Central Mine Planning & Design Institute Limited,Micro Cap,Others / Diversified,INE05HV01027,30-MAR-2026,EQUITY_L (beyond Nifty 500)
CMRGREEN,CMR Green Technologies Limited,Micro Cap,Information Technology,INE00WV01027,10-JUN-2026,EQUITY_L (beyond Nifty 500)
CMSINFO,CMS Info Systems Limited,Micro Cap,Services,INE925R01014,31-DEC-2021,Nifty Microcap 250
CNL,Creative Newtech Limited,Micro Cap,Information Technology,INE985W01018,05-AUG-2019,EQUITY_L (beyond Nifty 500)
COASTCORP,Coastal Corporation Limited,Micro Cap,Others / Diversified,INE377E01024,08-OCT-2021,EQUITY_L (beyond Nifty 500)
COCKERILL,John Cockerill India Limited,Micro Cap,Others / Diversified,INE515A01019,20-APR-2026,EQUITY_L (beyond Nifty 500)
COFFEEDAY,Coffee Day Enterprises Limited,Micro Cap,Information Technology,INE335K01011,02-NOV-2015,EQUITY_L (beyond Nifty 500)
COMFINTE,Comfort Intech Limited,Micro Cap,Information Technology,INE819A01049,20-APR-2026,EQUITY_L (beyond Nifty 500)
COMPINFO,Compuage Infocom Limited,Micro Cap,Others / Diversified,INE070C01037,07-JUL-2016,EQUITY_L (beyond Nifty 500)
COMPUSOFT,Compucom Software Limited,Micro Cap,Information Technology,INE453B01029,02-MAR-2012,EQUITY_L (beyond Nifty 500)
COMSYN,Commercial Syn Bags Limited,Micro Cap,Others / Diversified,INE073V01015,23-JAN-2024,EQUITY_L (beyond Nifty 500)
CONFIPET,Confidence Petroleum India Limited,Micro Cap,Oil Gas & Energy,INE552D01024,13-JUN-2019,EQUITY_L (beyond Nifty 500)
CONSOFINVT,Consolidated Finvest & Holdings Limited,Micro Cap,Others / Diversified,INE025A01027,29-MAR-2005,EQUITY_L (beyond Nifty 500)
CONTROLPR,Control Print Limited,Micro Cap,Media & Entertainment,INE663B01015,24-JUN-2016,EQUITY_L (beyond Nifty 500)
CORALFINAC,Coral India Finance & Housing Limited,Micro Cap,Financial Services,INE558D01021,25-MAR-1996,EQUITY_L (beyond Nifty 500)
CORDSCABLE,Cords Cable Industries Limited,Micro Cap,Capital Goods & Engineering,INE792I01017,13-FEB-2008,EQUITY_L (beyond Nifty 500)
CORONA,CORONA Remedies Limited,Micro Cap,Healthcare,INE02ZQ01018,15-DEC-2025,Nifty Microcap 250
COSMOFIRST,COSMO FIRST LIMITED,Micro Cap,Others / Diversified,INE757A01017,25-MAY-1995,EQUITY_L (beyond Nifty 500)
COUNCODOS,Country Condo's Limited,Micro Cap,Others / Diversified,INE695B01025,22-JAN-2009,EQUITY_L (beyond Nifty 500)
CPCAP,CP Capital Limited,Micro Cap,Financial Services,INE521J01018,06-OCT-2010,EQUITY_L (beyond Nifty 500)
CPEDU,Career Point Edutech Limited,Micro Cap,Information Technology,INE0P6P01016,05-SEP-2025,EQUITY_L (beyond Nifty 500)
CRAMC,Canara Robeco Asset Management Company Limited,Micro Cap,Financial Services,INE218I01013,16-OCT-2025,Nifty Microcap 250
CREATIVEYE,Creative Eye Limited,Micro Cap,Others / Diversified,INE230B01021,20-DEC-2000,EQUITY_L (beyond Nifty 500)
CREST,Crest Ventures Limited,Micro Cap,Financial Services,INE559D01011,27-DEC-2006,EQUITY_L (beyond Nifty 500)
CRIZAC,Crizac Limited,Micro Cap,Consumer Services,INE0S4R01014,09-JUL-2025,Nifty Microcap 250
CROWN,Crown Lifters Limited,Micro Cap,Others / Diversified,INE491V01019,08-FEB-2022,EQUITY_L (beyond Nifty 500)
CSBBANK,CSB Bank Limited,Micro Cap,Financial Services,INE679A01013,04-DEC-2019,Nifty Microcap 250
CSLFINANCE,CSL Finance Limited,Micro Cap,Financial Services,INE718F01018,21-JUL-2022,EQUITY_L (beyond Nifty 500)
CTE,Cambridge Technology Enterprises Limited,Micro Cap,Information Technology,INE627H01017,07-FEB-2007,EQUITY_L (beyond Nifty 500)
CUBEXTUB,Cubex Tubings Limited,Micro Cap,Others / Diversified,INE144D01012,24-APR-1996,EQUITY_L (beyond Nifty 500)
CUPID,Cupid Limited,Micro Cap,Fast Moving Consumer Goods,INE509F01029,16-SEP-2016,Nifty Microcap 250
CURAA,Cura Technologies Limited,Micro Cap,Information Technology,INE117B01020,21-MAR-2025,EQUITY_L (beyond Nifty 500)
CYBERMEDIA,Cyber Media (India) Limited,Micro Cap,Information Technology,INE278G01037,10-JUN-2005,EQUITY_L (beyond Nifty 500)
CYBERTECH,Cybertech Systems And Software Limited,Micro Cap,Information Technology,INE214A01019,27-JAN-1999,EQUITY_L (beyond Nifty 500)
CYIENTDLM,Cyient DLM Limited,Micro Cap,Others / Diversified,INE055S01018,10-JUL-2023,EQUITY_L (beyond Nifty 500)
DAICHI,Dai-Ichi Karkaria Limited,Micro Cap,Others / Diversified,INE928C01010,20-APR-2026,EQUITY_L (beyond Nifty 500)
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Micro Cap,FMCG & Consumer Goods,INE495A01022,17-JAN-1996,EQUITY_L (beyond Nifty 500)
DAMCAPITAL,Dam Capital Advisors Limited,Micro Cap,Financial Services,INE284H01025,27-DEC-2024,EQUITY_L (beyond Nifty 500)
DAMODARIND,Damodar Industries Limited,Micro Cap,Construction & Infrastructure,INE497D01022,04-JUL-2016,EQUITY_L (beyond Nifty 500)
DANGEE,Dangee Dums Limited,Micro Cap,Others / Diversified,INE688Y01022,13-NOV-2020,EQUITY_L (beyond Nifty 500)
DATAMATICS,Datamatics Global Services Limited,Micro Cap,Information Technology,INE365B01017,07-MAY-2004,Nifty Microcap 250
DAVANGERE,Davangere Sugar Company Limited,Micro Cap,FMCG & Consumer Goods,INE179G01029,25-JAN-2024,EQUITY_L (beyond Nifty 500)
DBCORP,D.B.Corp Limited,Micro Cap,Media Entertainment & Publication,INE950I01011,06-JAN-2010,EQUITY_L (beyond Nifty 500)
DBEIL,Deepak Builders & Engineers India Limited,Micro Cap,Capital Goods & Engineering,INE0OPA01019,28-OCT-2024,EQUITY_L (beyond Nifty 500)
DBL,Dilip Buildcon Limited,Micro Cap,Construction,INE917M01012,11-AUG-2016,Nifty Microcap 250
DBOL,Dhampur Bio Organics Limited,Micro Cap,Others / Diversified,INE0I3401014,08-SEP-2022,EQUITY_L (beyond Nifty 500)
DBREALTY,Valor Estate Limited,Micro Cap,Realty,INE879I01012,24-FEB-2010,Nifty Microcap 250
DBSTOCKBRO,DB (International) Stock Brokers Limited,Micro Cap,Others / Diversified,INE921B01025,29-FEB-2012,EQUITY_L (beyond Nifty 500)
DCAL,Dishman Carbogen Amcis Limited,Micro Cap,Automobile & Auto Components,INE385W01011,21-SEP-2017,EQUITY_L (beyond Nifty 500)
DCBBANK,DCB Bank Limited,Micro Cap,Financial Services,INE503A01015,27-OCT-2006,Nifty Microcap 250
DCI,Dc Infotech And Communication Limited,Micro Cap,Information Technology,INE0A1101019,19-OCT-2022,EQUITY_L (beyond Nifty 500)
DCM,DCM  Limited,Micro Cap,Others / Diversified,INE498A01018,29-MAR-1995,EQUITY_L (beyond Nifty 500)
